name,dietId,instructions
Marinated Cooked Lentils with Cooked Broccoli and Steamed Lentils,1,Marinate the cooked lentils. Steam the cooked broccoli. Grill the steamed lentils. Steam the spicy chickpeas. Mix the caramelized kale.
Roasted Pickled Onions with Cured Seaweed and Butter-Roasted Beets,3,Boil the pickled onions. Boil the cured seaweed. Bake the butter-roasted beets. Bake the spicy walnuts.
Steamed Grilled Celery with Shredded Lentils and Fresh Kidney Beans,1,Bake the grilled celery. Mix the shredded lentils. Marinate the fresh kidney beans. Chop the raw tomatoes. Boil the frozen cashews.
Stir-Fried Pickled Sweet Potatoes with Marinated Cashews and Candied Spinach,1,Steam the pickled sweet potatoes. Bake the marinated cashews. Boil the candied spinach. Boil the smoked cashews.
Marinated Marinated Chicken with Roasted Shrimp and Smoked Beef,2,Boil the marinated chicken. Boil the roasted shrimp. Steam the smoked beef. Fry the shredded walnuts. Fry the seared chicken. Marinate the caramelized shrimp.
Roasted Marinated Cauliflower with Pickled Cabbage and Cooked Radishes,4,Marinate the marinated cauliflower. Grill the pickled cabbage. Steam the cooked radishes. Fry the butter-roasted green beans.
Boiled Roasted Salmon with Spicy Salmon and Boiled Broccoli,4,Grill the roasted salmon. Sauté the spicy salmon. Steam the boiled broccoli. Chop the fried sardines.
Steamed Spicy Almonds with Fresh Walnuts and Crispy Zucchini,4,Chop the spicy almonds. Mix the fresh walnuts. Bake the crispy zucchini. Boil the roasted salmon.
Sautéed Pickled Radishes with Caramelized Zucchini and Spicy Cabbage,4,Marinate the pickled radishes. Chop the caramelized zucchini. Boil the spicy cabbage. Boil the baked avocado.
Grilled Frozen Walnuts with Herbed Garlic and Crispy Celery,3,Fry the frozen walnuts. Fry the herbed garlic. Fry the crispy celery.
Pan-Seared Cooked Tofu with Seared Garlic and Blanched Sweet Potatoes,5,Marinate the cooked tofu. Sauté the seared garlic. Mix the blanched sweet potatoes. Sauté the pickled zucchini. Steam the pickled shrimp. Fry the chopped tofu.
Grilled Spicy Kale with Boiled Cabbage and Seared Mushrooms,1,Boil the spicy kale. Grill the boiled cabbage. Marinate the seared mushrooms. Fry the butter-roasted peas. Fry the cooked broccoli. Marinate the roasted cashews.
Roasted Pickled Almonds with Cooked Tomatoes and Cured Lentils,1,Chop the pickled almonds. Mix the cooked tomatoes. Steam the cured lentils. Boil the dried almonds. Grill the cooked pumpkin. Boil the baked ginger.
Boiled Pickled Cabbage with Cooked Cucumber and Toasted Cucumber,4,Mix the pickled cabbage. Sauté the cooked cucumber. Fry the toasted cucumber.
Sautéed Frozen Tempeh with Toasted Rice and Frozen Kidney Beans,5,Chop the frozen tempeh. Grill the toasted rice. Boil the frozen kidney beans. Chop the pickled rice. Boil the roasted rice. Steam the sautéed chickpeas.
Marinated Steamed Sweet Potatoes with Cooked Milk and Crispy Beets,3,Grill the steamed sweet potatoes. Mix the cooked milk. Sauté the crispy beets.
Steamed Seared Coconut with Boiled Walnuts and Caramelized Shrimp,2,Steam the seared coconut. Chop the boiled walnuts. Boil the caramelized shrimp. Fry the pickled coconut.
Grilled Butter-Roasted Ginger with Chopped Peppers and Minced Almonds,3,Boil the butter-roasted ginger. Marinate the chopped peppers. Mix the minced almonds. Sauté the spicy pasta. Marinate the frozen pasta. Chop the raw sweet potatoes.
Grilled Shredded Coconut with Grilled Oats and Marinated Chickpeas,3,Fry the shredded coconut. Mix the grilled oats. Fry the marinated chickpeas.
Marinated Candied Chicken with Baked Eggs and Roasted Coconut,2,Steam the candied chicken. Mix the baked eggs. Marinate the roasted coconut.
Sautéed Fried Garlic with Spicy Seaweed and Roasted Tempeh,1,Mix the fried garlic. Boil the spicy seaweed. Grill the roasted tempeh. Chop the herbed tomatoes. Chop the chopped mushrooms.
Stir-Fried Cooked Eggs with Marinated Sweet Potatoes and Baked Rice,3,Boil the cooked eggs. Fry the marinated sweet potatoes. Mix the baked rice.
Boiled Mashed Shrimp with Spicy Quinoa and Sautéed Garlic,5,Marinate the mashed shrimp. Chop the spicy quinoa. Grill the sautéed garlic.
Stir-Fried Toasted Cucumber with Pickled Radishes and Boiled Salmon,4,Fry the toasted cucumber. Marinate the pickled radishes. Bake the boiled salmon. Mix the seared cabbage.
Marinated Chopped Shrimp with Caramelized Almonds and Roasted Walnuts,4,Grill the chopped shrimp. Boil the caramelized almonds. Mix the roasted walnuts. Marinate the fried sardines.
Boiled Crispy Cucumber with Spicy Almonds and Shredded Yogurt,4,Mix the crispy cucumber. Bake the spicy almonds. Steam the shredded yogurt. Fry the baked yogurt. Fry the steamed salmon.
Stir-Fried Smoked Kale with Smoked Eggs and Butter-Roasted Cabbage,3,Steam the smoked kale. Grill the smoked eggs. Sauté the butter-roasted cabbage.
Steamed Cooked Beets with Minced Quinoa and Dried Radishes,3,Chop the cooked beets. Boil the minced quinoa. Mix the dried radishes. Sauté the fresh edamame. Sauté the cured garlic. Sauté the dried barley.
Steamed Pickled Edamame with Chopped Mushrooms and Mashed Almonds,1,Marinate the pickled edamame. Sauté the chopped mushrooms. Bake the mashed almonds.
Sautéed Baked Coconut with Caramelized Eggs and Steamed Coconut,2,Bake the baked coconut. Fry the caramelized eggs. Marinate the steamed coconut. Mix the caramelized avocado. Boil the mashed sardines.
Marinated Boiled Radishes with Mashed Onions and Seared Sweet Potatoes,5,Bake the boiled radishes. Marinate the mashed onions. Boil the seared sweet potatoes.
Grilled Mashed Almonds with Butter-Roasted Edamame and Stuffed Cauliflower,1,Fry the mashed almonds. Mix the butter-roasted edamame. Fry the stuffed cauliflower. Sauté the spicy seaweed. Sauté the seared peas. Sauté the dried celery.
Stir-Fried Fried Peppers with Mashed Rice and Boiled Corn,5,Boil the fried peppers. Sauté the mashed rice. Mix the boiled corn. Fry the sautéed quinoa. Chop the minced lentils. Steam the chopped cauliflower.
Stir-Fried Seared Cabbage with Herbed Almonds and Cured Celery,4,Mix the seared cabbage. Chop the herbed almonds. Grill the cured celery. Fry the smoked green beans. Marinate the spicy almonds. Grill the smoked avocado.
Roasted Minced Peas with Sautéed Peas and Roasted Tempeh,1,Bake the minced peas. Steam the sautéed peas. Marinate the roasted tempeh. Fry the minced tomatoes.
Baked Fresh Kale with Toasted Carrots and Frozen Cucumber,1,Mix the fresh kale. Boil the toasted carrots. Sauté the frozen cucumber. Mix the boiled zucchini.
Roasted Fried Onions with Cured Peas and Crispy Spinach,5,Steam the fried onions. Sauté the cured peas. Fry the crispy spinach.
Stir-Fried Baked Coconut with Cured Beef and Stuffed Shrimp,2,Mix the baked coconut. Marinate the cured beef. Marinate the stuffed shrimp. Chop the candied almonds.
Grilled Grilled Cashews with Candied Milk and Dried Black Beans,3,Mix the grilled cashews. Sauté the candied milk. Steam the dried black beans. Grill the boiled black beans. Marinate the frozen oats. Grill the spicy oats.
Grilled Candied Chicken with Stuffed Salmon and Blanched Eggs,2,Boil the candied chicken. Mix the stuffed salmon. Bake the blanched eggs.
Sautéed Raw Tomatoes with Stuffed Avocado and Chopped Edamame,1,Grill the raw tomatoes. Mix the stuffed avocado. Boil the chopped edamame. Bake the spicy beets.
Roasted Steamed Beets with Chopped Spinach and Fresh Cauliflower,5,Marinate the steamed beets. Grill the chopped spinach. Fry the fresh cauliflower. Sauté the smoked sweet potatoes. Steam the fried pumpkin.
Baked Caramelized Shrimp with Boiled Chicken and Boiled Almonds,2,Steam the caramelized shrimp. Bake the boiled chicken. Sauté the boiled almonds.
Pan-Seared Seared Celery with Cooked Shrimp and Grilled Radishes,4,Marinate the seared celery. Sauté the cooked shrimp. Grill the grilled radishes.
Pan-Seared Minced Ginger with Pickled Avocado and Smoked Garlic,1,Fry the minced ginger. Grill the pickled avocado. Fry the smoked garlic. Marinate the grilled celery. Sauté the fresh pumpkin.
Grilled Steamed Onions with Butter-Roasted Kidney Beans and Crispy Spinach,5,Sauté the steamed onions. Grill the butter-roasted kidney beans. Boil the crispy spinach.
Sautéed Grilled Black Beans with Sautéed Black Beans and Spicy Onions,5,Chop the grilled black beans. Fry the sautéed black beans. Boil the spicy onions.
Sautéed Crispy Avocado with Dried Shrimp and Boiled Turkey,2,Mix the crispy avocado. Grill the dried shrimp. Sauté the boiled turkey.
Boiled Raw Chickpeas with Herbed Rice and Chopped Cashews,3,Mix the raw chickpeas. Fry the herbed rice. Sauté the chopped cashews.
Marinated Candied Pumpkin with Seared Pumpkin and Mashed Pumpkin,1,Marinate the candied pumpkin. Boil the seared pumpkin. Mix the mashed pumpkin. Sauté the shredded tempeh. Grill the crispy corn.
Stir-Fried Dried Cauliflower with Chopped Shrimp and Grilled Avocado,4,Grill the dried cauliflower. Grill the chopped shrimp. Marinate the grilled avocado. Grill the spicy cabbage.
Stir-Fried Chopped Almonds with Spicy Spinach and Marinated Radishes,4,Bake the chopped almonds. Marinate the spicy spinach. Steam the marinated radishes. Mix the grilled yogurt. Marinate the chopped yogurt.
Stir-Fried Frozen Beef with Stuffed Chicken and Raw Sardines,2,Steam the frozen beef. Mix the stuffed chicken. Mix the raw sardines. Grill the baked beef. Bake the seared turkey.
Marinated Raw Walnuts with Blanched Eggs and Raw Almonds,2,Steam the raw walnuts. Steam the blanched eggs. Sauté the raw almonds.
Steamed Grilled Almonds with Boiled Cabbage and Mashed Almonds,1,Bake the grilled almonds. Boil the boiled cabbage. Steam the mashed almonds. Boil the shredded corn. Steam the marinated coconut. Mix the caramelized kidney beans.
Baked Pickled Coconut with Marinated Beef and Raw Almonds,2,Fry the pickled coconut. Bake the marinated beef. Chop the raw almonds. Chop the fried avocado. Sauté the frozen beef.
Grilled Crispy Zucchini with Caramelized Cauliflower and Chopped Yogurt,4,Grill the crispy zucchini. Marinate the caramelized cauliflower. Grill the chopped yogurt. Sauté the cured zucchini. Mix the caramelized radishes. Sauté the toasted cucumber.
Marinated Smoked Avocado with Baked Avocado and Sautéed Salmon,4,Chop the smoked avocado. Chop the baked avocado. Bake the sautéed salmon.
Pan-Seared Spicy Tempeh with Frozen Radishes and Dried Onions,5,Grill the spicy tempeh. Marinate the frozen radishes. Marinate the dried onions. Steam the spicy cauliflower.
Pan-Seared Butter-Roasted Almonds with Grilled Shrimp and Frozen Turkey,4,Mix the butter-roasted almonds. Boil the grilled shrimp. Fry the frozen turkey. Sauté the dried zucchini. Sauté the cured celery. Chop the boiled salmon.
Marinated Boiled Chicken with Pickled Coconut and Butter-Roasted Shrimp,2,Chop the boiled chicken. Steam the pickled coconut. Chop the butter-roasted shrimp. Sauté the boiled walnuts. Sauté the herbed turkey. Bake the boiled turkey.
Sautéed Herbed Radishes with Cooked Mushrooms and Frozen Quinoa,5,Boil the herbed radishes. Grill the cooked mushrooms. Grill the frozen quinoa. Grill the steamed onions.
Grilled Herbed Almonds with Marinated Cauliflower and Cooked Shrimp,4,Bake the herbed almonds. Mix the marinated cauliflower. Grill the cooked shrimp. Boil the pickled cabbage. Grill the stuffed sardines. Sauté the grilled avocado.
Baked Boiled Turkey with Spicy Chicken and Roasted Chicken,2,Boil the boiled turkey. Mix the spicy chicken. Marinate the roasted chicken. Mix the spicy sardines. Steam the butter-roasted shrimp. Marinate the dried shrimp.
Roasted Crispy Beef with Boiled Almonds and Chopped Turkey,2,Chop the crispy beef. Fry the boiled almonds. Steam the chopped turkey.
Steamed Butter-Roasted Ginger with Crispy Lentils and Toasted Mushrooms,3,Chop the butter-roasted ginger. Grill the crispy lentils. Chop the toasted mushrooms. Boil the herbed peppers. Grill the cooked eggs. Mix the raw oats.
Marinated Stuffed Lentils with Dried Onions and Blanched Seaweed,5,Mix the stuffed lentils. Steam the dried onions. Mix the blanched seaweed. Sauté the dried kidney beans.
Boiled Stuffed Avocado with Raw Tofu and Fried Tofu,1,Boil the stuffed avocado. Grill the raw tofu. Fry the fried tofu. Mix the roasted tofu.
Boiled Caramelized Barley with Chopped Pasta and Seared Cashews,3,Grill the caramelized barley. Sauté the chopped pasta. Chop the seared cashews. Chop the herbed rice.
Baked Mashed Salmon with Stuffed Spinach and Seared Celery,4,Grill the mashed salmon. Grill the stuffed spinach. Marinate the seared celery. Marinate the grilled avocado. Grill the crispy cucumber. Steam the caramelized cauliflower.
Grilled Raw Kidney Beans with Grilled Cucumber and Fresh Pasta,3,Fry the raw kidney beans. Bake the grilled cucumber. Boil the fresh pasta.
Roasted Baked Sweet Potatoes with Fresh Eggs and Crispy Walnuts,3,Mix the baked sweet potatoes. Mix the fresh eggs. Grill the crispy walnuts. Chop the toasted pumpkin. Bake the candied rice.
Marinated Spicy Sardines with Blanched Beef and Toasted Beef,2,Grill the spicy sardines. Bake the blanched beef. Marinate the toasted beef. Steam the candied sardines. Mix the raw sardines.
Steamed Candied Sardines with Marinated Beef and Caramelized Chicken,2,Fry the candied sardines. Boil the marinated beef. Chop the caramelized chicken.
Baked Marinated Rice with Dried Onions and Candied Cucumber,5,Boil the marinated rice. Boil the dried onions. Chop the candied cucumber. Chop the seared corn. Mix the cooked corn. Boil the minced lentils.
Boiled Dried Sweet Potatoes with Dried Cashews and Marinated Carrots,1,Mix the dried sweet potatoes. Boil the dried cashews. Bake the marinated carrots. Marinate the candied radishes.
Pan-Seared Candied Shrimp with Toasted Onions and Spicy Black Beans,5,Bake the candied shrimp. Mix the toasted onions. Steam the spicy black beans.
Steamed Boiled Peas with Smoked Cucumber and Marinated Mushrooms,1,Mix the boiled peas. Steam the smoked cucumber. Marinate the marinated mushrooms. Mix the smoked walnuts.
Baked Frozen Beef with Boiled Walnuts and Fresh Avocado,2,Steam the frozen beef. Bake the boiled walnuts. Sauté the fresh avocado. Mix the boiled turkey.
Grilled Stuffed Cauliflower with Boiled Cabbage and Caramelized Lentils,1,Chop the stuffed cauliflower. Bake the boiled cabbage. Sauté the caramelized lentils. Marinate the fresh tempeh. Grill the chopped green beans.
Baked Grilled Chicken with Smoked Beef and Dried Shrimp,2,Boil the grilled chicken. Fry the smoked beef. Steam the dried shrimp.
Marinated Boiled Zucchini with Raw Peas and Sautéed Ginger,1,Sauté the boiled zucchini. Boil the raw peas. Bake the sautéed ginger.
Baked Cured Zucchini with Crispy Cucumber and Caramelized Zucchini,4,Steam the cured zucchini. Boil the crispy cucumber. Grill the caramelized zucchini.
Baked Caramelized Avocado with Stuffed Salmon and Cured Beef,2,Grill the caramelized avocado. Marinate the stuffed salmon. Sauté the cured beef. Boil the baked eggs. Bake the dried sardines. Chop the marinated chicken.
Steamed Blanched Sardines with Raw Almonds and Dried Sardines,2,Boil the blanched sardines. Mix the raw almonds. Sauté the dried sardines.
